total_waiting_time,mean_waiting_time,total_energy_waste,total_energy_consumption,energy_effective,total_active_idle,total_active_compute,total_switching_off,total_switching_on,total_sleeping,total_time_all_states
12737394.0,3524.458771444383,9436237570.0,25830891701.0,16394654131.0,31591063.0,81734254.0,11903400.0,17509500.0,96127319.0,238865536.0
