id,state_history
0,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0.0}, {'state': 'active', 'start_time': 0, 'finish_time': 0.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 0, 'finish_time': 300.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 300, 'finish_time': 500.0, 'dvfs_mode': 'base'}, {'state': 'switching_on', 'start_time': 500, 'finish_time': 800.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 800, 'finish_time': 800.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 800.0, 'finish_time': 975.5485962543854, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 975.5485962543854, 'finish_time': 975.5485962543854, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 975.5485962543854, 'finish_time': 1078.4880872517215, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1078.4880872517215, 'finish_time': 1078.4880872517215, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1078.4880872517215, 'finish_time': 1242.0883497296304, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1242.0883497296304, 'finish_time': 1242.0883497296304, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1242.0883497296304, 'finish_time': 1356.0570719052523, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1356.0570719052523, 'finish_time': 1442.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1442.0, 'finish_time': 1530.2338494262879, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1530.2338494262879, 'finish_time': 1648.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1648.0, 'finish_time': 1774.836158550289, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1774.836158550289, 'finish_time': 1868.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1868.0, 'finish_time': 2036.1957754688615, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2036.1957754688615, 'finish_time': 2183.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2183.0, 'finish_time': 2374.173340423624, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2374.173340423624, 'finish_time': 2489.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2489.0, 'finish_time': 2674.658724834481, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2674.658724834481, 'finish_time': 2674.658724834481, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2674.658724834481, 'finish_time': 2801.4948833847698, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2801.4948833847698, 'finish_time': 2801.4948833847698, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2801.4948833847698, 'finish_time': 2966.014248460869, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2966.014248460869, 'finish_time': 2966.014248460869, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2966.014248460869, 'finish_time': 3129.614510938778, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3129.614510938778, 'finish_time': 3182.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3182.0, 'finish_time': 3271.1529520244785, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3271.1529520244785, 'finish_time': 3727.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3727.0, 'finish_time': 3883.247441692385, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3883.247441692385, 'finish_time': 3958.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3958.0, 'finish_time': 4016.822566284192, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4016.822566284192, 'finish_time': 4016.822566284192, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4016.822566284192, 'finish_time': 4128.953083263433, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4128.953083263433, 'finish_time': 4484.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4484.0, 'finish_time': 4598.887824773812, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4598.887824773812, 'finish_time': 4677.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4677.0, 'finish_time': 4775.343978006384, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4775.343978006384, 'finish_time': 4775.343978006384, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4775.343978006384, 'finish_time': 4900.341931360292, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4900.341931360292, 'finish_time': 5000.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 5000, 'finish_time': 5291.692246182383, 'dvfs_mode': 'base'}]"
1,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0.0}, {'state': 'active', 'start_time': 0, 'finish_time': 0.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 0, 'finish_time': 300.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 300, 'finish_time': 500.0, 'dvfs_mode': 'base'}, {'state': 'switching_on', 'start_time': 500, 'finish_time': 800.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 800, 'finish_time': 800.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 800.0, 'finish_time': 965.2359841126568, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 965.2359841126568, 'finish_time': 965.2359841126568, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 965.2359841126568, 'finish_time': 1110.1976143464599, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1110.1976143464599, 'finish_time': 1110.1976143464599, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1110.1976143464599, 'finish_time': 1270.3650099894032, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1270.3650099894032, 'finish_time': 1270.3650099894032, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1270.3650099894032, 'finish_time': 1453.8479125930282, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1453.8479125930282, 'finish_time': 1500.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 1500.0, 'finish_time': 1800.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 1800.0, 'finish_time': 2500.0, 'dvfs_mode': 'base'}, {'state': 'switching_on', 'start_time': 2500.0, 'finish_time': 2800.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2800.0, 'finish_time': 2800.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2800.0, 'finish_time': 2921.6461232731217, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2921.6461232731217, 'finish_time': 2921.6461232731217, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2921.6461232731217, 'finish_time': 3059.5117296493263, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3059.5117296493263, 'finish_time': 3059.5117296493263, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3059.5117296493263, 'finish_time': 3314.9685885228814, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3314.9685885228814, 'finish_time': 3336.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3336.0, 'finish_time': 3485.016501009574, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3485.016501009574, 'finish_time': 3504.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3504.0, 'finish_time': 3623.6186878852363, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3623.6186878852363, 'finish_time': 3675.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3675.0, 'finish_time': 3829.0850894792875, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3829.0850894792875, 'finish_time': 3835.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3835.0, 'finish_time': 3960.7009940488924, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3960.7009940488924, 'finish_time': 3962.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3962.0, 'finish_time': 4077.5638171094656, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4077.5638171094656, 'finish_time': 4145.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4145.0, 'finish_time': 4294.016501009574, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4294.016501009574, 'finish_time': 4362.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4362.0, 'finish_time': 4547.510337991511, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4547.510337991511, 'finish_time': 4562.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4562.0, 'finish_time': 4679.591252497351, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4679.591252497351, 'finish_time': 4680.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4680.0, 'finish_time': 4785.426640170039, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4785.426640170039, 'finish_time': 4810.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4810.0, 'finish_time': 4985.373161052084, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4985.373161052084, 'finish_time': 5000.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 5000, 'finish_time': 5291.692246182383, 'dvfs_mode': 'base'}]"
2,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0.0}, {'state': 'active', 'start_time': 0, 'finish_time': 0.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 0, 'finish_time': 300.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 300, 'finish_time': 500.0, 'dvfs_mode': 'base'}, {'state': 'switching_on', 'start_time': 500, 'finish_time': 800.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 800, 'finish_time': 800.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 800.0, 'finish_time': 998.5813822301551, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 998.5813822301551, 'finish_time': 998.5813822301551, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 998.5813822301551, 'finish_time': 1235.9390106946007, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1235.9390106946007, 'finish_time': 1235.9390106946007, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1235.9390106946007, 'finish_time': 1379.2936179850085, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1379.2936179850085, 'finish_time': 1384.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1384.0, 'finish_time': 1533.2297961137851, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1533.2297961137851, 'finish_time': 1545.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1545.0, 'finish_time': 1651.928436585468, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1651.928436585468, 'finish_time': 1651.928436585468, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1651.928436585468, 'finish_time': 1876.3606496384837, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1876.3606496384837, 'finish_time': 1876.3606496384837, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1876.3606496384837, 'finish_time': 2114.893315867605, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2114.893315867605, 'finish_time': 2124.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2124.0, 'finish_time': 2301.4307024659965, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2301.4307024659965, 'finish_time': 2337.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2337.0, 'finish_time': 2487.4048338784605, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2487.4048338784605, 'finish_time': 2489.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2489.0, 'finish_time': 2571.252643527283, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2571.252643527283, 'finish_time': 2571.252643527283, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2571.252643527283, 'finish_time': 2746.333270463929, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2746.333270463929, 'finish_time': 2746.333270463929, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2746.333270463929, 'finish_time': 2962.540219164216, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2962.540219164216, 'finish_time': 2962.540219164216, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2962.540219164216, 'finish_time': 3145.84611045359, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3145.84611045359, 'finish_time': 3150.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3150.0, 'finish_time': 3406.1582326992534, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3406.1582326992534, 'finish_time': 3407.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3407.0, 'finish_time': 3599.706193406778, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3599.706193406778, 'finish_time': 3617.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3617.0, 'finish_time': 3729.8036254088456, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3729.8036254088456, 'finish_time': 3736.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3736.0, 'finish_time': 3919.305891289374, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3919.305891289374, 'finish_time': 3920.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3920.0, 'finish_time': 4061.004531761057, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4061.004531761057, 'finish_time': 4063.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4063.0, 'finish_time': 4315.633119405227, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4315.633119405227, 'finish_time': 4317.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4317.0, 'finish_time': 4472.104984937163, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4472.104984937163, 'finish_time': 4476.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4476.0, 'finish_time': 4682.806646582883, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4682.806646582883, 'finish_time': 4683.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4683.0, 'finish_time': 4907.432213053015, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4907.432213053015, 'finish_time': 4914.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4914.0, 'finish_time': 5163.108006111201, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 5163.108006111201, 'finish_time': 5291.692246182383, 'dvfs_mode': 'base'}]"
3,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0.0}, {'state': 'active', 'start_time': 0, 'finish_time': 0.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 0, 'finish_time': 300.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 300, 'finish_time': 500.0, 'dvfs_mode': 'base'}, {'state': 'switching_on', 'start_time': 500, 'finish_time': 800.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 800, 'finish_time': 800.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 800.0, 'finish_time': 972.8766505041353, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 972.8766505041353, 'finish_time': 972.8766505041353, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 972.8766505041353, 'finish_time': 1125.7360046341078, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1125.7360046341078, 'finish_time': 1125.7360046341078, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1125.7360046341078, 'finish_time': 1252.2089226345015, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1252.2089226345015, 'finish_time': 1252.2089226345015, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1252.2089226345015, 'finish_time': 1452.381886376132, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1452.381886376132, 'finish_time': 1500.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 1500.0, 'finish_time': 1800.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 1800.0, 'finish_time': 2500.0, 'dvfs_mode': 'base'}, {'state': 'switching_on', 'start_time': 2500.0, 'finish_time': 2800.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2800.0, 'finish_time': 2800.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2800.0, 'finish_time': 2921.0136553528946, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2921.0136553528946, 'finish_time': 2921.0136553528946, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2921.0136553528946, 'finish_time': 3028.379154087042, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3028.379154087042, 'finish_time': 3028.379154087042, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3028.379154087042, 'finish_time': 3193.066910619929, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3193.066910619929, 'finish_time': 3234.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3234.0, 'finish_time': 3389.5889854537218, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3389.5889854537218, 'finish_time': 3754.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3754.0, 'finish_time': 3877.7432866766444, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3877.7432866766444, 'finish_time': 4000.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 4000, 'finish_time': 4300.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 4300, 'finish_time': 5291.692246182383, 'dvfs_mode': 'base'}]"
4,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0.0}, {'state': 'active', 'start_time': 0, 'finish_time': 0.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 0, 'finish_time': 300.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 300, 'finish_time': 500.0, 'dvfs_mode': 'base'}, {'state': 'switching_on', 'start_time': 500, 'finish_time': 800.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 800, 'finish_time': 800.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 800.0, 'finish_time': 891.0571497716393, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 891.0571497716393, 'finish_time': 891.0571497716393, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 891.0571497716393, 'finish_time': 1083.7594899860387, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1083.7594899860387, 'finish_time': 1083.7594899860387, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1083.7594899860387, 'finish_time': 1314.578776616473, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1314.578776616473, 'finish_time': 1314.578776616473, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1314.578776616473, 'finish_time': 1546.4568673140195, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1546.4568673140195, 'finish_time': 1552.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1552.0, 'finish_time': 1693.8797449930194, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1693.8797449930194, 'finish_time': 1695.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1695.0, 'finish_time': 1819.9388799192259, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1819.9388799192259, 'finish_time': 1820.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1820.0, 'finish_time': 1998.9378873419423, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1998.9378873419423, 'finish_time': 1998.9378873419423, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1998.9378873419423, 'finish_time': 2208.581092630135, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2208.581092630135, 'finish_time': 2241.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2241.0, 'finish_time': 2461.2312459593136, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2461.2312459593136, 'finish_time': 2465.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2465.0, 'finish_time': 2644.996691409054, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2644.996691409054, 'finish_time': 2644.996691409054, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2644.996691409054, 'finish_time': 2832.405011287893, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2832.405011287893, 'finish_time': 2832.405011287893, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2832.405011287893, 'finish_time': 2985.931601019145, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2985.931601019145, 'finish_time': 2993.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2993.0, 'finish_time': 3143.350177529916, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3143.350177529916, 'finish_time': 3150.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3150.0, 'finish_time': 3347.9963605499597, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3347.9963605499597, 'finish_time': 3369.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3369.0, 'finish_time': 3559.584732080175, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3559.584732080175, 'finish_time': 3569.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3569.0, 'finish_time': 3729.9382182010368, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3729.9382182010368, 'finish_time': 3747.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3747.0, 'finish_time': 3874.0564880534503, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3874.0564880534503, 'finish_time': 3881.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3881.0, 'finish_time': 4047.2322385365974, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4047.2322385365974, 'finish_time': 4073.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4073.0, 'finish_time': 4183.115622979657, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4183.115622979657, 'finish_time': 4189.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4189.0, 'finish_time': 4426.172111033107, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4426.172111033107, 'finish_time': 4439.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4439.0, 'finish_time': 4539.586386375648, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4539.586386375648, 'finish_time': 4540.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4540.0, 'finish_time': 4680.820940925907, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4680.820940925907, 'finish_time': 4700.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4700.0, 'finish_time': 4817.527251449442, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4817.527251449442, 'finish_time': 4829.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4829.0, 'finish_time': 4924.2923660400875, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4924.2923660400875, 'finish_time': 4930.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4930.0, 'finish_time': 5097.29104260371, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 5097.29104260371, 'finish_time': 5097.29104260371, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 5097.29104260371, 'finish_time': 5273.052517744316, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 5273.052517744316, 'finish_time': 5291.692246182383, 'dvfs_mode': 'base'}]"
5,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0.0}, {'state': 'active', 'start_time': 0, 'finish_time': 0.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 0, 'finish_time': 300.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 300, 'finish_time': 500.0, 'dvfs_mode': 'base'}, {'state': 'switching_on', 'start_time': 500, 'finish_time': 800.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 800, 'finish_time': 800.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 800.0, 'finish_time': 978.7302433360773, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 978.7302433360773, 'finish_time': 978.7302433360773, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 978.7302433360773, 'finish_time': 1165.5386897607907, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1165.5386897607907, 'finish_time': 1165.5386897607907, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1165.5386897607907, 'finish_time': 1323.0636499891978, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1323.0636499891978, 'finish_time': 1323.0636499891978, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1323.0636499891978, 'finish_time': 1461.4028778820937, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1461.4028778820937, 'finish_time': 1500.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 1500.0, 'finish_time': 1800.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 1800.0, 'finish_time': 2500.0, 'dvfs_mode': 'base'}, {'state': 'switching_on', 'start_time': 2500.0, 'finish_time': 2800.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2800.0, 'finish_time': 2800.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2800.0, 'finish_time': 3005.9941787602247, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3005.9941787602247, 'finish_time': 3005.9941787602247, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3005.9941787602247, 'finish_time': 3203.910154431813, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3203.910154431813, 'finish_time': 3232.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3232.0, 'finish_time': 3426.8866495133498, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3426.8866495133498, 'finish_time': 3435.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3435.0, 'finish_time': 3590.505409456248, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3590.505409456248, 'finish_time': 3599.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3599.0, 'finish_time': 3778.740018722157, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3778.740018722157, 'finish_time': 3786.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3786.0, 'finish_time': 3996.0332803045426, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3996.0332803045426, 'finish_time': 4000.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 4000, 'finish_time': 4300.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 4300, 'finish_time': 5291.692246182383, 'dvfs_mode': 'base'}]"
