job_id,type,res,nodes,start_time,subtime,reqtime,req_finish_time,runtime,actual_finish_time,terminated,finish_time
1,execution_finished,1,[31],10.0,10,86,92.17633508101079,86,92.17633508101079,False,92.17633508101079
2,execution_finished,1,[30],23.0,23,115,128.11170518530804,115,128.11170518530804,False,128.11170518530804
4,execution_finished,1,[30],128.11170518530804,69,134,250.5896920968844,134,250.5896920968844,False,250.5896920968844
3,execution_finished,1,[31],92.17633508101079,40,176,260.35116036307943,176,260.35116036307943,False,260.35116036307943
5,execution_finished,1,[30],250.5896920968844,72,210,442.5328059135339,210,442.5328059135339,False,442.5328059135339
6,execution_finished,1,[31],260.35116036307943,89,197,448.5923000253948,197,448.5923000253948,False,448.5923000253948
7,execution_finished,1,[30],442.5328059135339,123,95,529.3642145448753,95,529.3642145448753,False,529.3642145448753
8,execution_finished,1,[31],448.5923000253948,132,113,556.568182166723,113,556.568182166723,False,556.568182166723
9,execution_finished,1,[30],529.3642145448753,136,98,618.9376676593117,98,618.9376676593117,False,618.9376676593117
10,execution_finished,1,[31],556.568182166723,144,170,719.0097747687211,170,719.0097747687211,False,719.0097747687211
11,execution_finished,1,[30],618.9376676593117,148,120,728.6194469831114,120,728.6194469831114,False,728.6194469831114
13,execution_finished,1,[30],728.6194469831114,173,147,862.979626654766,147,862.979626654766,False,862.979626654766
20,execution_finished,1,[4],800.0,277,86,891.0571497716393,86,891.0571497716393,False,891.0571497716393
12,execution_finished,1,[31],719.0097747687211,166,184,894.8289102908836,184,894.8289102908836,False,894.8289102908836
30,execution_finished,1,[8],800.0,363,113,905.1374196952396,113,905.1374196952396,False,905.1374196952396
31,execution_finished,1,[25],800.0,368,115,906.9627984997056,115,906.9627984997056,False,906.9627984997056
32,execution_finished,1,[13],800.0,372,120,910.4334397269376,120,910.4334397269376,False,910.4334397269376
24,execution_finished,1,[11],800.0,321,116,918.2413312193592,116,918.2413312193592,False,918.2413312193592
39,execution_finished,1,[15],800.0,457,137,920.6166828058341,137,920.6166828058341,False,920.6166828058341
22,execution_finished,1,[6],800.0,302,119,922.1193624637092,119,922.1193624637092,False,922.1193624637092
15,execution_finished,1,[17],800.0,195,106,923.1429331273457,106,923.1429331273457,False,923.1429331273457
21,execution_finished,1,[23],800.0,282,118,924.1140355928397,118,924.1140355928397,False,924.1140355928397
25,execution_finished,1,[7],800.0,325,132,934.4046722985433,132,934.4046722985433,False,934.4046722985433
28,execution_finished,1,[12],800.0,345,140,935.1847672009776,140,935.1847672009776,False,935.1847672009776
38,execution_finished,1,[18],800.0,431,161,942.1847058225501,161,942.1847058225501,False,942.1847058225501
17,execution_finished,1,[24],800.0,225,131,945.5323002886068,131,945.5323002886068,False,945.5323002886068
35,execution_finished,1,[10],800.0,397,168,951.8808040044271,168,951.8808040044271,False,951.8808040044271
36,execution_finished,1,[16],800.0,398,174,957.1796674480837,174,957.1796674480837,False,957.1796674480837
23,execution_finished,1,[21],800.0,312,158,961.2273845062866,158,961.2273845062866,False,961.2273845062866
26,execution_finished,1,[1],800.0,328,163,965.2359841126568,163,965.2359841126568,False,965.2359841126568
34,execution_finished,1,[3],800.0,391,190,972.8766505041353,190,972.8766505041353,False,972.8766505041353
16,execution_finished,1,[9],800.0,198,153,974.1242258824346,153,974.1242258824346,False,974.1242258824346
33,execution_finished,1,[0],800.0,377,191,975.5485962543854,191,975.5485962543854,False,975.5485962543854
29,execution_finished,1,[14],800.0,361,184,977.2612090790233,184,977.2612090790233,False,977.2612090790233
27,execution_finished,1,[5],800.0,329,177,978.7302433360773,177,978.7302433360773,False,978.7302433360773
37,execution_finished,1,[20],800.0,431,207,983.6865248237493,207,983.6865248237493,False,983.6865248237493
19,execution_finished,1,[19],800.0,272,181,995.3395195871349,181,995.3395195871349,False,995.3395195871349
14,execution_finished,1,[2],800.0,178,169,998.5813822301551,169,998.5813822301551,False,998.5813822301551
45,execution_finished,1,[13],910.4334397269376,532,100,1002.4613061660524,100,1002.4613061660524,False,1002.4613061660524
52,execution_finished,1,[12],935.1847672009776,610,74,1006.6395727214943,74,1006.6395727214943,False,1006.6395727214943
40,execution_finished,1,[30],862.979626654766,473,160,1009.221999086499,160,1009.221999086499,False,1009.221999086499
18,execution_finished,1,[22],800.0,251,191,1010.7637188499888,191,1010.7637188499888,False,1010.7637188499888
48,execution_finished,1,[6],922.1193624637092,544,93,1017.5571835487929,93,1017.5571835487929,False,1017.5571835487929
43,execution_finished,1,[8],905.1374196952396,507,136,1031.6744911868554,136,1031.6744911868554,False,1031.6744911868554
47,execution_finished,1,[15],920.6166828058341,534,128,1033.3096419236938,128,1033.3096419236938,False,1033.3096419236938
42,execution_finished,1,[31],894.8289102908836,504,149,1037.2041885126348,149,1037.2041885126348,False,1037.2041885126348
50,execution_finished,1,[23],924.1140355928397,557,122,1052.4353266295045,122,1052.4353266295045,False,1052.4353266295045
49,execution_finished,1,[17],923.1429331273457,547,113,1054.4179467442332,113,1054.4179467442332,False,1054.4179467442332
46,execution_finished,1,[11],918.2413312193592,532,152,1073.178247989554,152,1073.178247989554,False,1073.178247989554
54,execution_finished,1,[24],945.5323002886068,634,117,1075.5115303173627,117,1075.5115303173627,False,1075.5115303173627
61,execution_finished,1,[0],975.5485962543854,716,112,1078.4880872517215,112,1078.4880872517215,False,1078.4880872517215
41,execution_finished,1,[4],891.0571497716393,494,182,1083.7594899860387,182,1083.7594899860387,False,1083.7594899860387
44,execution_finished,1,[25],906.9627984997056,508,196,1089.2646115948562,196,1089.2646115948562,False,1089.2646115948562
62,execution_finished,1,[14],977.2612090790233,719,119,1091.902969298609,119,1091.902969298609,False,1091.902969298609
58,execution_finished,1,[1],965.2359841126568,663,143,1110.1976143464599,143,1110.1976143464599,False,1110.1976143464599
67,execution_finished,1,[13],1002.4613061660524,759,118,1111.0541885642078,118,1111.0541885642078,False,1111.0541885642078
53,execution_finished,1,[18],942.1847058225501,630,198,1117.0453999397237,198,1117.0453999397237,False,1117.0453999397237
55,execution_finished,1,[10],951.8808040044271,650,190,1123.6507609141959,190,1123.6507609141959,False,1123.6507609141959
59,execution_finished,1,[3],972.8766505041353,669,168,1125.7360046341078,168,1125.7360046341078,False,1125.7360046341078
64,execution_finished,1,[20],983.6865248237493,737,167,1131.878069005228,167,1131.878069005228,False,1131.878069005228
69,execution_finished,1,[30],1009.221999086499,764,138,1135.3560453088687,138,1135.3560453088687,False,1135.3560453088687
