total_waiting_time,mean_waiting_time,total_energy_waste,total_energy_consumption,energy_effective,total_active_idle,total_active_compute,total_switching_off,total_switching_on,total_sleeping,total_time_all_states
3037378.0,840.447703375761,7249607840.0,23735866338.0,16486258498.0,18606296.0,81734254.0,12857400.0,18940500.0,106305582.0,238444032.0
