total_waiting_time,mean_waiting_time,total_energy_waste,total_energy_consumption,energy_effective,total_active_idle,total_active_compute,total_switching_off,total_switching_on,total_sleeping,total_time_all_states
5644106.0,1561.7338129496402,9193447440.0,25587228454.0,16393781014.0,28204776.0,81734254.0,13266000.0,19553400.0,96030306.0,238788736.0
