dvfs_mode,state,submission_time,start_time,finish_time,nodes,job_id,terminated
base,active,,0.0,1.0,0,-1.0,
base,active,,0.0,22.0,1,-1.0,
base,active,,0.0,23.0,2,-1.0,
base,active,,0.0,31.0,3,-1.0,
base,active,,0.0,34.0,4,-1.0,
base,active,,0.0,36.0,5,-1.0,
base,active,,0.0,60.0,6,-1.0,
base,active,,0.0,98.0,7,-1.0,
base,active,,0.0,100.0,8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31,-1.0,
base,active,1.0,1.0,147.87229036307647,0,1.0,False
base,active,22.0,22.0,100.0161000822567,1,2.0,False
base,active,23.0,23.0,81.84434512613464,2,3.0,False
base,active,31.0,31.0,253.07101982132613,3,4.0,False
base,active,34.0,34.0,210.78884857764726,4,5.0,False
base,active,36.0,36.0,223.69411978974617,5,6.0,False
base,active,60.0,60.0,110.40534569393543,6,7.0,False
base,active,,81.84434512613464,83.0,2,-1.0,
base,active,83.0,83.0,240.5217854145758,2,8.0,False
base,active,98.0,98.0,252.54790558627502,7,9.0,False
base,switching_off,,100.0,400.0,8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31,-2.0,
base,active,,100.0161000822567,104.0,1,-1.0,
base,active,104.0,104.0,215.32634506119774,1,10.0,False
base,active,106.0,110.40534569393543,260.72128731692146,6,11.0,False
base,active,111.0,147.87229036307647,306.6239571525782,0,12.0,False
base,active,127.0,210.78884857764726,330.88996853528806,4,13.0,False
base,active,133.0,215.32634506119774,360.8395204955192,1,14.0,False
base,active,152.0,223.69411978974617,393.1550965142027,5,15.0,False
base,active,175.0,240.5217854145758,376.31642801334806,2,16.0,False
base,active,182.0,252.54790558627502,347.04853575367883,7,17.0,False
base,active,204.0,253.07101982132613,482.70190414720804,3,18.0,False
base,active,220.0,260.72128731692146,330.92873310490296,6,19.0,False
base,active,224.0,306.6239571525782,403.8188551869671,0,20.0,False
base,active,233.0,330.88996853528806,513.4436708709021,4,21.0,False
base,active,235.0,330.92873310490296,411.0372289399075,6,22.0,False
base,active,238.0,347.04853575367883,481.90881005507805,7,23.0,False
base,active,241.0,360.8395204955192,523.0078184193112,1,24.0,False
base,active,241.0,376.31642801334806,523.8799396373472,2,25.0,False
base,active,241.0,393.1550965142027,555.1083084470694,5,26.0,False
base,sleeping,,400.0,419.0,8,-4.0,
base,sleeping,,400.0,426.0,13,-4.0,
base,sleeping,,400.0,437.0,27,-4.0,
base,sleeping,,400.0,443.0,23,-4.0,
base,sleeping,,400.0,446.0,18,-4.0,
base,sleeping,,400.0,454.0,14,-4.0,
base,sleeping,,400.0,464.0,17,-4.0,
base,sleeping,,400.0,469.0,16,-4.0,
base,sleeping,,400.0,470.0,26,-4.0,
base,sleeping,,400.0,480.0,10,-4.0,
base,sleeping,,400.0,552.0,12 30,-4.0,
base,switching_on,,400.0,700.0,9 11 15 19 20 21 22 24 25 28 29 31,-3.0,
base,active,255.0,403.8188551869671,598.2086512557448,0,27.0,False
base,active,308.0,411.0372289399075,530.7499249630041,6,28.0,False
base,switching_on,,419.0,719.0,8,-3.0,
base,switching_on,,426.0,726.0,13,-3.0,
base,switching_on,,437.0,737.0,27,-3.0,
base,switching_on,,443.0,743.0,23,-3.0,
base,switching_on,,446.0,746.0,18,-3.0,
base,switching_on,,454.0,754.0,14,-3.0,
base,switching_on,,464.0,764.0,17,-3.0,
base,switching_on,,469.0,769.0,16,-3.0,
base,switching_on,,470.0,770.0,26,-3.0,
base,switching_on,,480.0,780.0,10,-3.0,
base,active,315.0,481.90881005507805,611.8471765352583,7,29.0,False
base,active,319.0,482.70190414720804,682.0933304548669,3,30.0,False
base,active,319.0,513.4436708709021,627.7799370705761,4,31.0,False
base,active,320.0,523.0078184193112,672.9039208245459,1,32.0,False
base,active,329.0,523.8799396373472,611.6938085178866,2,33.0,False
base,active,332.0,530.7499249630041,645.0620482331791,6,34.0,False
base,switching_on,,552.0,852.0,12 30,-3.0,
base,active,333.0,555.1083084470694,734.2221256178557,5,35.0,False
base,active,334.0,598.2086512557448,734.2815085038892,0,36.0,False
base,active,336.0,611.6938085178866,768.3102963151373,2,37.0,False
base,active,344.0,611.8471765352583,749.660595529389,7,38.0,False
base,active,351.0,627.7799370705761,728.6648778349944,4,39.0,False
base,active,353.0,645.0620482331791,733.2714031975661,6,40.0,False
base,active,364.0,672.9039208245459,772.8346557613692,1,41.0,False
base,active,376.0,682.0933304548669,849.3553326181636,3,42.0,False
base,active,446.0,700.0,798.5367647985736,29,53.0,False
base,active,443.0,700.0,825.5940581613842,28,52.0,False
base,active,390.0,700.0,838.8812442149205,15,45.0,False
base,active,454.0,700.0,843.774278329751,31,54.0,False
base,active,390.0,700.0,851.7879381932671,11,44.0,False
base,active,419.0,700.0,855.2432841291602,22,49.0,False
base,active,426.0,700.0,866.138516204248,24,50.0,False
base,active,437.0,700.0,867.0442654806752,25,51.0,False
base,active,394.0,700.0,875.1391320361093,19,46.0,False
base,active,409.0,700.0,875.5793269692574,20,47.0,False
base,active,416.0,700.0,911.417374644121,21,48.0,False
base,active,384.0,700.0,978.9541431615994,9,43.0,False
base,active,464.0,719.0,880.798551954129,8,55.0,False
base,active,469.0,726.0,812.7234287820263,13,56.0,False
base,active,470.0,728.6648778349944,808.4120214868678,4,57.0,False
base,active,480.0,733.2714031975661,802.5787535267273,6,58.0,False
base,active,497.0,734.2221256178557,848.9836731464434,5,59.0,False
base,active,499.0,734.2815085038892,958.9097172944768,0,60.0,False
base,active,515.0,737.0,905.156701245996,27,61.0,False
base,active,527.0,743.0,800.1400719529013,23,62.0,False
base,active,530.0,746.0,829.4602139468341,18,63.0,False
base,active,551.0,749.660595529389,932.7555664787338,7,64.0,False
base,active,552.0,754.0,876.932640025382,14,65.0,False
base,active,552.0,764.0,966.1237829832223,17,66.0,False
base,active,560.0,768.3102963151373,919.494998408437,2,67.0,False
base,active,577.0,769.0,889.5677451648102,16,68.0,False
base,active,579.0,770.0,895.4773168478794,26,69.0,False
base,active,581.0,772.8346557613692,878.0249030632883,1,70.0,False
base,active,598.0,780.0,927.6816763680772,10,71.0,False
