total_waiting_time,total_energy_waste,total_active_idle,total_active_compute,total_switching_off,total_switching_on,total_sleeping,total_time_all_states
21183409.0,9457279481.0,17478767.0,81734254.0,18217800.0,26981100.0,93993839.0,238405760.0
